"TILL_RECEIPT_NUMBER","sales","cost","quantity","CU_GENDER","CU_AGE_RANGE","CUSTOMER_TYPE","sausage","sweetgoods","housewares","sandwiches","health","beauty","servicemeat","bottles","pizza","bakeoff","magazines","cheese","cake"
187576.00,7.96,7.96,1,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187577.00,38.07,26.33,16,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
187580.00,95.04,78.69,31,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,6.71,0.25,0.00,0.00,0.00,0.00,0.00
187581.00,14.54,10.25,4,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187582.00,9.66,10.03,1,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187584.00,12.26,11.69,8,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
187587.00,13.47,5.09,5,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187588.00,75.78,43.70,17,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,7.00,0.00,0.00,0.00,0.00
187590.00,76.01,40.04,20,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99,0.00,0.00
187591.00,79.71,52.76,14,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,5.48,0.00,0.00,19.98,0.00,0.00,0.00
187592.00,62.81,41.10,24,"F
","50-59","CUSTOMER",13.98,0.00,0.00,4.99,0.00,0.00,0.00,1.55,0.00,0.00,0.00,0.00,0.00
187595.00,13.93,9.26,3,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187596.00,139.58,106.10,28,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,14.99,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187597.00,67.13,51.44,18,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00
187600.00,10.46,7.97,2,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187601.00,77.30,53.40,28,"F
","40-49","CUSTOMER",12.67,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
187602.00,322.42,202.40,74,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,5.49,11.98,0.00,1.95,0.00,0.00,0.00,0.00,0.00
187603.00,25.53,31.22,24,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00
187604.00,59.39,36.28,17,"M
","40-49","CUSTOMER",0.00,4.99,0.00,8.99,0.00,0.00,0.00,0.75,17.98,0.00,0.00,0.00,0.00
187608.00,88.05,43.93,7,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,13.98,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187609.00,28.07,26.13,13,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
187610.00,223.90,149.39,68,"F
","30-39","CUSTOMER",0.00,4.99,0.00,0.00,0.00,10.99,0.00,1.10,0.00,5.49,10.98,0.00,0.00
187611.00,35.62,15.19,6,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187613.00,80.30,70.19,10,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,10.86,0.00,0.00,0.00,0.00,0.00,0.00
187615.00,17.22,15.46,6,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.80,0.00,0.00,0.00,0.00,0.00
187616.00,32.65,24.22,11,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,5.49,0.00,0.00,0.00
187618.00,39.45,21.20,7,"F
","60+","CUSTOMER",0.00,11.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187619.00,65.54,34.90,18,"F
","40-49","CUSTOMER",0.00,4.99,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,7.99,4.99,0.00
187620.00,67.37,56.83,16,"F
","30-39","CUSTOMER",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.10,12.99,0.00,0.00,10.81,0.00
187621.00,108.82,69.41,31,"F
","40-49","CUSTOMER",12.82,0.00,0.00,0.00,0.00,0.00,0.00,3.05,0.00,0.00,0.00,0.00,0.00
187622.00,15.40,10.33,4,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187624.00,44.45,19.12,8,"F
","40-49","CUSTOMER",12.88,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
187626.00,41.45,29.07,16,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
187630.00,86.67,59.02,17,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187632.00,101.54,62.70,27,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99,0.00,0.00
187635.00,28.40,34.19,17,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
187636.00,64.28,37.69,17,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,15.98,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00
187639.00,108.38,62.50,15,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187643.00,19.90,11.52,6,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187644.00,168.04,146.10,42,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00,0.00,0.00,16.36,0.00
187646.00,24.53,11.19,9,"F
","30-39","CUSTOMER",0.00,5.29,0.00,0.00,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187647.00,96.14,60.83,30,"F
","60+","CUSTOMER",0.00,5.29,0.00,0.00,0.00,0.00,4.83,1.20,0.00,0.00,4.49,0.00,0.00
187648.00,30.98,17.50,9,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187649.00,37.46,23.36,7,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.99,0.00,12.99
187650.00,52.89,28.76,16,"F
","60+","CUSTOMER",7.63,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,7.78,0.00,0.00
187651.00,5.17,5.79,2,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187652.00,98.53,52.35,27,"F
","60+","CUSTOMER",0.00,5.99,0.00,0.00,0.00,0.00,0.00,5.00,0.00,4.99,5.99,0.00,0.00
187653.00,58.94,33.85,18,"F
","60+","CUSTOMER",0.00,5.99,0.00,0.00,0.00,0.00,0.00,2.40,0.00,9.98,0.00,0.00,0.00
187654.00,107.59,82.35,24,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00
187656.00,82.80,55.81,31,"F
","50-59","CUSTOMER",20.47,5.99,0.00,0.00,0.00,0.00,5.58,2.60,0.00,0.00,0.00,0.00,0.00
187657.00,68.03,73.25,13,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,13.28,0.00
187662.00,73.97,64.38,22,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.25,0.00,0.00,0.00,10.35,0.00
187663.00,97.35,34.55,24,"F
","50-59","CUSTOMER",0.00,5.99,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
187665.00,81.38,76.19,15,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,15.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187667.00,79.02,47.69,20,"F
","40-49","CUSTOMER",0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
187668.00,23.64,13.46,6,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187672.00,99.28,57.25,19,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00
187673.00,23.94,16.69,6,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,5.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187675.00,393.90,248.54,66,"F
","20-29","CUSTOMER",0.00,0.00,10.98,0.00,0.00,0.00,11.33,2.90,0.00,0.00,0.00,9.63,0.00
187676.00,37.75,26.94,9,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,9.99,0.00,0.00,0.00
187677.00,37.44,11.23,16,"F
","40-49","CUSTOMER",0.00,5.59,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
187678.00,62.20,52.24,12,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187679.00,13.67,15.83,34,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00
187680.00,83.66,24.53,20,"F
","60+","CUSTOMER",6.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.99,0.00,0.00,2.49
187683.00,135.87,92.76,29,"F
","50-59","CUSTOMER",0.00,0.00,3.99,0.00,0.00,0.00,0.00,3.60,0.00,3.99,0.00,0.00,0.00
187685.00,224.02,164.92,55,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.65,0.00,0.00,0.00,0.00,0.00
187687.00,54.78,44.81,11,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,9.54,0.00,0.00,0.00,0.00,0.00,0.00
187688.00,10.65,9.64,6,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187695.00,106.85,107.01,23,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
187700.00,211.84,149.33,31,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,8.99,0.00,0.00,5.05,0.00,0.00,0.00,0.00,0.00
187702.00,53.38,44.34,11,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187704.00,63.36,30.77,14,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.49,0.00,0.00,0.00
187706.00,51.61,49.68,9,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,3.99,0.00,8.99
187707.00,16.59,10.92,4,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
187709.00,21.06,15.25,9,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.99,2.29,0.00,0.00
187710.00,20.53,9.72,5,"F
","30-39","CUSTOMER",10.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187711.00,41.38,42.66,14,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,6.98,0.00,0.00
187712.00,5.98,4.00,1,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187714.00,69.11,41.82,10,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187715.00,41.71,20.47,8,"F
","30-39","CUSTOMER",0.00,5.29,0.00,4.99,0.00,0.00,0.00,0.00,8.99,0.00,0.00,0.00,0.00
187716.00,80.75,66.78,27,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
187717.00,7.17,1.61,5,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,4.99,0.00,0.00
187720.00,48.28,43.13,12,"M
","60+","CUSTOMER",0.00,0.00,0.00,11.98,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
187722.00,36.93,24.24,8,"M
","30-39","CUSTOMER",0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
187723.00,62.84,60.96,21,"F
","50-59","CUSTOMER",12.04,4.99,0.00,0.00,0.00,0.00,0.00,1.45,0.00,0.00,0.00,3.99,0.00
187725.00,24.54,36.33,9,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,6.07,0.00,0.00,0.10,0.00,0.00,12.99,0.00,0.00
187726.00,7.76,3.76,3,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187728.00,56.18,41.20,16,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,9.99,0.00,0.00,0.00
187729.00,7.04,5.00,3,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187732.00,24.88,17.26,7,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.48,0.00,0.00
187733.00,80.60,49.40,20,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
187734.00,126.02,68.56,23,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.99,0.00,5.49,0.00,0.00
187735.00,24.82,17.61,8,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187737.00,20.67,28.14,6,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187740.00,52.12,31.11,14,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,19.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187741.00,58.01,66.77,19,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00
187742.00,27.42,13.43,9,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187743.00,11.99,5.74,1,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187745.00,3.32,4.38,4,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187749.00,55.16,32.96,11,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187751.00,16.67,11.68,9,"F
","40-49","CUSTOMER",0.00,0.00,5.99,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00
187753.00,4.69,4.30,4,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187761.00,18.98,3.84,4,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,13.99
187767.00,14.56,9.38,4,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187770.00,9.78,4.20,3,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187773.00,201.86,126.43,49,"M
","50-59","CUSTOMER",6.44,0.00,1.69,0.00,36.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187774.00,86.25,68.07,27,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,0.00,0.00,0.00,0.00,0.00
187776.00,26.14,18.20,14,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00
187777.00,9.99,3.86,2,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187779.00,80.40,46.01,33,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00
187781.00,17.17,11.12,6,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187785.00,30.56,35.89,15,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.50,0.00,0.00,0.00,0.00,2.49
187788.00,13.97,11.15,3,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187790.00,40.58,28.92,8,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00
187791.00,70.83,62.06,24,"F
","30-39","CUSTOMER",21.34,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00,0.00,0.00,0.00,0.00
187796.00,38.26,21.91,9,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
187798.00,198.48,149.28,42,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00
187799.00,18.56,12.17,5,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187800.00,44.57,25.97,8,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,2.49
187803.00,17.44,12.86,4,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187805.00,14.60,11.79,11,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
187807.00,99.42,73.35,25,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
187809.00,39.63,24.93,10,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187811.00,27.36,19.83,6,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187812.00,45.72,26.58,21,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00
187815.00,49.24,31.97,16,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,6.99,0.00,0.00
187818.00,40.04,24.40,9,"M
","60+","CUSTOMER",0.00,5.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187831.00,56.23,47.17,9,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,16.98,3.72,0.25,0.00,0.00,0.00,0.00,0.00
187832.00,108.51,96.74,27,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,2.99,0.00,0.00
187834.00,42.04,25.02,9,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.80,0.00,0.00,0.00,0.00,0.00
187835.00,14.95,10.00,1,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187836.00,35.74,25.64,6,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187844.00,40.40,19.67,3,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187845.00,73.76,54.49,21,"M
","30-39","CUSTOMER",0.00,0.00,11.99,0.00,0.00,0.00,0.00,2.75,0.00,0.00,0.00,0.00,0.00
187846.00,134.72,91.30,39,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00
187850.00,9.97,6.66,3,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187854.00,13.53,7.66,5,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187855.00,55.11,49.47,12,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187856.00,32.30,24.81,19,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.49
187857.00,27.85,19.81,4,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49
187859.00,28.94,36.74,8,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00
187861.00,37.75,27.70,12,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
187862.00,36.56,22.91,5,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187864.00,79.83,54.90,20,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,6.99,0.00,0.00
187865.00,42.63,28.55,6,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,3.99,0.00,0.00,0.00,0.00,0.00,4.49,0.00,0.00
187866.00,10.97,7.94,3,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187868.00,11.58,5.11,2,"M
","50-59","CUSTOMER",0.00,0.00,0.00,8.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187869.00,34.94,17.58,4,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,5.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187871.00,4.00,1.20,1,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187872.00,16.36,12.09,4,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187873.00,22.75,18.55,6,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,3.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187874.00,57.93,40.04,18,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00
187876.00,17.98,12.75,6,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
187880.00,30.67,16.92,9,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,2.99,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
187884.00,72.64,27.75,9,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,4.99,0.00,0.00,0.00
187885.00,78.19,37.97,11,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00
187886.00,64.87,45.60,18,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187887.00,35.18,29.43,13,"F
","40-49","CUSTOMER",16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
187890.00,9.43,9.09,2,"M
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187891.00,36.45,15.59,1,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187894.00,10.98,11.73,9,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00
187895.00,10.96,7.04,3,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187896.00,59.97,31.54,8,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187897.00,26.84,36.96,6,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0.00,0.00,0.00
187898.00,84.08,51.64,20,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,5.23,0.75,0.00,4.99,0.00,0.00,0.00
187903.00,65.02,38.04,17,"M
","40-49","CUSTOMER",5.90,5.49,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
187906.00,101.02,90.21,29,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,5.49,5.49,0.00
