"TILL_RECEIPT_NUMBER","sales","cost","quantity","CU_GENDER","CU_AGE_RANGE","CUSTOMER_TYPE","sausage","sweetgoods","housewares","sandwiches","health","beauty","servicemeat","bottles","pizza","bakeoff","magazines","cheese","cake"
154438.00,41.21,25.54,5,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
154445.00,8.96,9.52,6,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154447.00,17.72,16.34,5,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154455.00,16.11,16.50,14,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,4.99,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
154461.00,7.68,5.44,2,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154464.00,26.65,16.50,11,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
154478.00,23.13,14.92,9,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154481.00,4.61,5.17,5,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154486.00,59.07,60.19,20,"F
","30-39","CUSTOMER",9.83,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154487.00,7.98,5.35,2,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154495.00,14.48,11.21,11,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
154498.00,11.54,10.93,5,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154499.00,58.19,55.01,10,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154506.00,22.85,12.48,10,"F
","60+","CUSTOMER",0.00,5.99,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154509.00,8.99,8.66,1,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154512.00,-9.98,-7.66,1,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154515.00,23.36,10.18,5,"M
","30-39","CUSTOMER",0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154519.00,5.31,6.12,3,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154520.00,67.13,66.18,17,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,20.97,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00
154522.00,10.07,9.25,2,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154527.00,30.99,1.68,2,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154530.00,7.56,3.80,4,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154535.00,65.15,48.73,9,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154538.00,39.46,30.77,5,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154541.00,16.06,11.91,4,"F
","50-59","CUSTOMER",0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154543.00,0.00,0.00,1,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154544.00,10.44,4.50,2,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154549.00,7.27,4.00,4,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154552.00,15.32,12.53,6,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154565.00,0.00,0.00,1,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154567.00,25.66,14.53,5,"F
","Under 19","CUSTOMER",0.00,5.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154569.00,15.72,7.84,2,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154570.00,31.47,35.79,4,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154571.00,3.99,1.55,1,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154574.00,-3.50,-3.04,1,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154576.00,13.47,-5.12,6,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,21.47,-18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154589.00,44.42,31.65,14,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,5.99,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154593.00,39.02,23.82,13,"F
","60+","CUSTOMER",0.00,5.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154594.00,14.17,8.26,8,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154598.00,11.27,3.54,2,"M
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,5.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154599.00,43.26,29.08,9,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154600.00,8.17,4.51,3,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154601.00,23.49,7.56,6,"F
","60+","CUSTOMER",0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154603.00,14.17,8.50,4,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,2.69,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154604.00,7.98,0.73,2,"F
","60+","CUSTOMER",0.00,3.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.99,0.00,0.00,0.00
154606.00,28.94,20.98,4,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154608.00,25.76,17.72,7,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154611.00,7.28,2.90,2,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154612.00,11.97,8.53,3,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154613.00,5.48,3.68,2,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154616.00,63.71,37.38,12,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,11.48,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
154620.00,58.55,40.12,16,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,4.99,0.00,0.00,0.00
154624.00,12.49,9.07,2,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154626.00,8.49,4.99,1,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154627.00,7.64,4.45,2,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154629.00,0.64,0.06,1,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154633.00,22.31,16.15,8,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49
154636.00,10.00,0.01,1,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154637.00,111.63,46.36,10,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,7.98,0.00,0.00,0.00
154640.00,13.98,8.82,3,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154641.00,48.45,29.52,14,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154642.00,48.39,24.32,10,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154646.00,28.97,14.84,3,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.97,0.00,0.00,0.00,0.00
154650.00,0.00,0.00,1,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154653.00,1.70,0.84,3,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154654.00,5.98,4.14,2,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154656.00,33.57,22.93,8,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154657.00,38.09,23.82,9,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154659.00,0.00,0.00,1,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154660.00,14.09,10.75,3,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154661.00,3.79,6.00,2,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154663.00,3.99,4.42,1,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154664.00,5.99,3.89,1,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99,0.00,0.00
154666.00,94.39,46.89,19,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.99
154670.00,7.30,6.88,5,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154673.00,55.37,28.94,8,"M
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.99,0.00,0.00
154674.00,2.99,2.60,1,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154685.00,36.62,22.63,8,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,18.98,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
154694.00,23.65,10.03,5,"F
","30-39","CUSTOMER",0.00,5.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154699.00,35.76,13.19,6,"F
","50-59","CUSTOMER",0.00,0.00,8.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154700.00,13.99,0.01,1,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.99
154701.00,33.99,19.30,2,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154702.00,2.99,1.70,1,"M
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154703.00,27.45,8.81,5,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154707.00,9.56,5.88,2,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154712.00,7.99,20.00,6,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154713.00,80.44,39.78,20,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00
154716.00,87.22,69.40,17,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15.98,0.00,0.00,0.00,0.00
154717.00,15.52,11.57,10,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00
154719.00,47.16,33.51,12,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
154721.00,34.14,28.84,15,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154722.00,55.94,55.76,15,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154723.00,56.91,44.32,21,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
154724.00,27.16,27.36,8,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154728.00,43.49,49.05,16,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154734.00,20.02,16.28,6,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154735.00,36.33,37.27,13,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,5.17,0.25,0.00,0.00,0.00,0.00,0.00
154736.00,1.92,1.35,1,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154739.00,27.27,9.78,5,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
154743.00,15.47,3.25,3,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154746.00,10.68,6.87,5,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154747.00,1.70,0.84,3,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154748.00,12.23,10.44,5,"M
","60+","CUSTOMER",0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154750.00,15.37,20.59,5,"F
","Under 19","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
154754.00,73.01,43.73,13,"F
","30-39","CUSTOMER",0.00,0.00,8.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154756.00,7.66,5.81,6,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
154757.00,12.95,7.83,3,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154758.00,1.69,1.26,2,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154764.00,26.51,13.59,6,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154769.00,33.53,20.61,5,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154770.00,9.77,7.93,3,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154772.00,8.68,4.59,5,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154779.00,41.27,30.43,15,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,4.58,4.69,0.00,0.40,0.00,0.00,0.00,0.00,0.00
154780.00,5.31,6.52,3,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154782.00,28.38,17.65,6,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99,0.00,0.00,0.00
154784.00,8.50,0.02,2,"F
","30-39","CUSTOMER",0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154786.00,7.98,8.52,2,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154787.00,43.64,33.25,7,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,17.58,12.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154792.00,40.26,26.09,6,"F
","50-59","CUSTOMER",6.99,0.00,0.00,0.00,0.00,16.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154795.00,13.18,7.52,3,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154796.00,9.26,7.58,3,"M
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154808.00,17.21,12.49,4,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154813.00,8.90,2.66,5,"M
","30-39","CUSTOMER",0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154814.00,8.97,0.02,2,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154818.00,32.13,19.55,8,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154820.00,39.84,13.08,8,"F
","30-39","CUSTOMER",0.00,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99,0.00,0.00,0.00
154822.00,6.49,7.64,1,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154835.00,29.99,3.72,1,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154836.00,10.35,6.13,3,"F
","40-49","CUSTOMER",0.00,1.00,0.00,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154842.00,3.32,3.51,6,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154844.00,5.99,4.20,1,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154847.00,7.59,3.98,4,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154850.00,6.47,3.74,2,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154855.00,19.87,14.82,7,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154858.00,19.17,9.80,4,"F
","60+","CUSTOMER",0.00,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154859.00,19.07,14.81,8,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
154863.00,0.00,0.00,1,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154866.00,17.23,12.60,10,"F
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00
154867.00,22.06,15.45,9,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,2.99,0.00,0.00,0.00
154870.00,74.23,45.79,15,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154875.00,33.17,17.05,7,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154876.00,24.67,15.12,9,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154878.00,15.99,0.02,2,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154880.00,8.00,2.24,4,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154885.00,53.92,21.86,16,"F
","60+","CUSTOMER",0.00,4.99,0.00,0.00,0.00,0.00,15.31,0.00,0.00,0.00,0.00,0.00,0.00
154887.00,12.02,10.46,6,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
154894.00,15.36,9.31,5,"F
","20-29","CUSTOMER",0.00,5.99,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154897.00,42.06,19.49,5,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154898.00,30.64,20.52,20,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
154899.00,28.34,18.81,8,"F
","60+","CUSTOMER",0.00,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154900.00,4.99,2.99,1,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154902.00,62.35,34.66,22,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,4.99,0.00,0.00,0.00
154905.00,19.93,12.94,9,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
154907.00,24.47,1.28,4,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154908.00,50.53,28.95,13,"F
","60+","CUSTOMER",0.00,0.00,2.99,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154917.00,8.97,6.00,1,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154925.00,8.78,5.18,3,"F
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154929.00,61.30,33.33,15,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154932.00,8.61,6.28,6,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
154933.00,29.31,15.34,12,"F
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
154934.00,9.23,5.64,5,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,4.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154938.00,26.43,20.53,13,"F
","40-49","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
154939.00,9.99,3.15,4,"M
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154942.00,71.81,48.64,16,"M
","60+","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,5.37,0.00,0.00,0.00,0.00,0.00,0.00
154955.00,18.90,10.79,4,"F
","50-59","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154956.00,40.95,15.99,5,"M
","30-39","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.98,0.00,0.00,0.00,0.00
154959.00,37.37,26.33,10,"M
","20-29","CUSTOMER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
